term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
soil biodiversity condition,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilBiodiversityCondition,soil biodiversity condition,
soil biodiversity indicators,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilBiodiversityIndicators,soil biodiversity indicators,
biodiversity loss,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilBiodiversityLoss,biodiversity loss,
soil biodiversity monitoring,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilBiodiversityMonitoring,soil biodiversity monitoring,
soil biodiversity potential,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilBiodiversityPotential,soil biodiversity potential,
soil biodiversity status,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilBiodiversityStatus,soil biodiversity status,
soil biodiversity sub-indicators,FALSE,0.9,https://soilwise-he.github.io/soil-health#SoilBiodiversitySubindicators,soil biodiversity sub-indicators,
soil biological activity,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilBiologicalActivity,soil biological activity,
soil biological degradation,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilBiologicalDegradation,soil biological degradation,
soil biological function loss,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilBiologicalFunctionLoss,soil biological function loss,
soil biological functions,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilBiologicalFunctions,soil biological functions,
soil biological properties,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilBiologicalProperties,soil biological properties,
soil biomass,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilBiomass,soil biomass,
soil biota,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilBiota,soil biota,
soil biota activity,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilBiotaActivity,soil biota activity,
soil buffer capacity,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilBufferCapacity,soil buffer capacity,
soil buffering,TRUE,0.91,https://soilwise-he.github.io/soil-health#SoilBuffering,soil buffering,
soil C/N ratios,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilCNRatios,soil C/N ratios,C/N ratio;soil C/N ratio
soil capability,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilCapability,soil capability,
soil carbon cycle,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilCarbonCycle,soil carbon cycle,
soil carbon loss,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilCarbonLoss,soil carbon loss,
soil carbon pools,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilCarbonPools,soil carbon pools,soil carbon pool
soil carbon stocks,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilCarbonStocks,soil carbon stocks,
soil carbon storage,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilCarbonStorage,soil carbon storage,
soil cation content,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilCationContent,soil cation content,
soil cation exchange processes,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilCationExchangeProcesses,soil cation exchange processes,
soil chemical degradation,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilChemicalDegradation,soil chemical degradation,
soil chemical functions,TRUE,0.8,https://soilwise-he.github.io/soil-health#SoilChemicalFunctions,soil chemical functions,
soil chemical properties,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilChemicalProperties,soil chemical properties,
soil community health,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilCommunityHealth,soil community health,
soil compaction,TRUE,1,https://soilwise-he.github.io/soil-health#SoilCompaction,soil compaction,
soil conditions,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilConditions,soil conditions,condition of soils
soil conservation value,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilConservationValue,soil conservation value,
soil contaminants,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilContaminants,soil contaminants,
soil contamination,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilContamination,soil contamination,
soil cover,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilCover,soil cover,
soil critical levels,FALSE,0.82,https://soilwise-he.github.io/soil-health#SoilCriticalLevels,soil critical levels,
soil crusting,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilCrusting,soil crusting,
soil deformation,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilDeformation,soil deformation,
soil degradation,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilDegradation,soil degradation,
soil degradation process,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilDegradationProcess,soil degradation process,
soil depth,TRUE,1,https://soilwise-he.github.io/soil-health#SoilDepth,soil depth,
soil distributions,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilDistributions,soil distributions,
soil dwelling organism habitat,FALSE,0.75,https://soilwise-he.github.io/soil-health#SoilDwellingOrganismHabitat,soil dwelling organism habitat,
soil dwelling organisms,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilDwellingOrganisms,soil dwelling organisms,
soil ecological degradation,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilEcologicalDegradation,soil ecological degradation,
soil ecological functions,TRUE,0.88,https://soilwise-he.github.io/soil-health#SoilEcologicalFunctions,soil ecological functions,
soil ecological vulnerability,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilEcologicalVulnerability,soil ecological vulnerability,
soil economic functions,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilEconomicFunctions,soil economic functions,
soil ecosystem,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilEcosystem,soil ecosystem,
soil erodibility,TRUE,0.97,https://soilwise-he.github.io/soil-health#SoilErodibility,soil erodibility,erodibility
soil erosion,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilErosion,soil erosion,
soil erosion by water,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionByWater,soil erosion by water,water erosion
soil erosion by wind,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionByWind,soil erosion by wind,wind erosion
soil erosion hot spots,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionHotSpots,soil erosion hot spots,
soil erosion rate acceleration,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionRateAcceleration,soil erosion rate acceleration,
soil erosion rates,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionRates,soil erosion rates,
soil erosion rates per unit of land cover,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilErosionRatesPerUnitOfLandCover,soil erosion rates per unit of land cover,
soil erosion severity,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilErosionSeverity,soil erosion severity,
soil erosion subindicator,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilErosionSubindicator,soil erosion subindicator,
soil excavation,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilExcavation,soil excavation,
soil fauna,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilFauna,soil fauna,
soil fauna biomass,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilFaunaBiomass,soil fauna biomass,
soil fauna burrowing,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilFaunaBurrowing,soil fauna burrowing,
soil fauna functional groups,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilFaunaFunctionalGroups,soil fauna functional groups,
soil faunal communities,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilFaunalCommunities,soil faunal communities,
soil fertility,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilFertility,soil fertility,
soil fertility status,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilFertilityStatus,soil fertility status,
soil flora,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilFlora,soil flora,
soil food web complexity,FALSE,0.9,https://soilwise-he.github.io/soil-health#SoilFoodWebComplexity,soil food web complexity,
soil food webs,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilFoodWebs,soil food webs,soil food web
soil formation,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilFormation,soil formation,
soil formation rates,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilFormationRates,soil formation rates,
soil forming mineral,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilFormingMineral,soil forming mineral,
soil function condition,FALSE,0.9,https://soilwise-he.github.io/soil-health#SoilFunctionCondition,soil function condition,
soil function indicators,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilFunctionIndicators,soil function indicators,
soil functional capacity,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilFunctionalCapacity,soil functional capacity,
soil functioning,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilFunctioning,soil functioning,
soil functions,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilFunctions,soil functions,soil function
soil functional parameters,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilFuntionalParameters,soil functional parameters,
soil health,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilHealth,soil health,
soil horizons,TRUE,1,https://soilwise-he.github.io/soil-health#SoilHorizons,soil horizons,
soil hydrology,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilHydrology,soil hydrology,
soil indicators,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilIndicators,soil indicators,
soil ingestion by children,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilIngestionByChildren,soil ingestion by children,
soil inputs,TRUE,0.8,https://soilwise-he.github.io/soil-health#SoilInputs,soil inputs,
soil invertebrate feeding activities,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilInvertebrateFeedingActivities,soil invertebrate feeding activities,feeding activities of soil invertebrates
soil layers,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilLayers,soil layers,soil layer
soil loss,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilLoss,soil loss,
soil loss in depth,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilLossInDepth,soil loss in depth,
soil loss rates,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilLossRates,soil loss rates,
soil loss rates by water,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilLossRatesByWater,soil loss rates by water,
soil management,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilManagement,soil management,
soil management effects,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilManagementEffects,soil management effects,
soil matric potential,TRUE,1,https://soilwise-he.github.io/soil-health#SoilMatricPotential,soil matric potential,
soil matrix,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMatrix,soil matrix,
soil mechanical behaviour,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilMechanicalBehaviour,soil mechanical behaviour,
soil microbial activity,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMicrobialActivity,soil microbial activity,
soil microbial biomass carbon,TRUE,1,https://soilwise-he.github.io/soil-health#SoilMicrobialBiomassCarbon,soil microbial biomass carbon,
soil microbial biomass nitrogen,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMicrobialBiomassNitrogen,soil microbial biomass nitrogen,
soil microbial respiration,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMicrobialRespiration,soil microbial respiration,
soil microorganism diversity,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilMicroorganismDiversity,soil microorganism diversity,
soil minerals,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMinerals,soil minerals,
soil moisture deficit,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilMoistureDeficit,soil moisture deficit,
soil N availability,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilNAvailability,soil N availability,N availability
soil N content,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilNContent,soil N content,
soil N status,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilNStatus,soil N status,
soil N status indicators,FALSE,0.7,https://soilwise-he.github.io/soil-health#SoilNStatusIndicators,soil N status indicators,
soil nitrogen,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilNitrogen,soil nitrogen,
soil nitrogen losses,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilNitrogenLosses,soil nitrogen losses,nitrogen loss;nitrogen losses;soil N loss;soil nitrogen loss
soil nutrient accumulation,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilNutrientAccumulation,soil nutrient accumulation,
soil nutrient allocation,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilNutrientAllocation,soil nutrient allocation,
soil nutrient availability,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilNutrientAvailability,soil nutrient availability,nutrient availability
soil nutrient contents,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilNutrientContents,soil nutrient contents,
soil nutrient loss,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilNutrientLoss,soil nutrient loss,
soil nutrient pools,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilNutrientPools,soil nutrient pools,
soil nutrient status,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilNutrientStatus,soil nutrient status,
soil nutrient thresholds,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilNutrientThresholds,soil nutrient thresholds,
soil nutrients,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilNutrients,soil nutrients,
soil organic carbon,TRUE,1,https://soilwise-he.github.io/soil-health#SoilOrganicCarbon,soil organic carbon,SOC
soil organic carbon cycling,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilOrganicCarbonCycling,soil organic carbon cycling,
soil organic carbon pool,TRUE,0.99,https://soilwise-he.github.io/soil-health#SoilOrganicCarbonPool,soil organic carbon pool,
soil organic matter,TRUE,1,https://soilwise-he.github.io/soil-health#SoilOrganicMatter,soil organic matter,SOM
soil organic matter additions,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilOrganicMatterAdditions,soil organic matter additions,
soil organism abundance,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilOrganismAbundance,soil organism abundance,
soil organism biodiversity,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilOrganismBiodiversity,soil organism biodiversity,
soil organism biomass,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilOrganismBiomass,soil organism biomass,
soil organism communities,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilOrganismCommunities,soil organism communities,
soil organisms,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilOrganisms,soil organisms,
soil outputs,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilOutputs,soil outputs,
soil P availability,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilPAvailability,soil P availability,
concentration of p in soil solution,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilPConcentration,concentration of p in soil solution,
soil P content,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilPContent,soil P content,
soil phosphorus loss,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilPLoss,soil phosphorus loss,soil P loss
soil P status,TRUE,0.88,https://soilwise-he.github.io/soil-health#SoilPStatus,soil P status,
soil P status indicators,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilPStatusIndicators,soil P status indicators,
soil parameters,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilParameters,soil parameters,
soil particles,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilParticles,soil particles,
soil pathway,FALSE,0.7,https://soilwise-he.github.io/soil-health#SoilPathway,soil pathway,
soil penetration resistance,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilPenetrationResistance,soil penetration resistance,penetration resistance
soil phosphorus,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilPhosphorus,soil phosphorus,
soil physical degradation,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilPhysicalDegradation,soil physical degradation,
soil physical functions,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilPhysicalFunctions,soil physical functions,
soil physical properties,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilPhysicalProperties,soil physical properties,
soil physical structure,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilPhysicalStructure,soil physical structure,
soil pollutant concentrations,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilPollutantConcentrations,soil pollutant concentrations,pollutant concentrations
soil pollutant levels,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilPollutantLevels,soil pollutant levels,
soil pollutants,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilPollutants,soil pollutants,
soil polluting activity,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilPollutingActivity,soil polluting activity,polluting activity
soil pollution,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilPollution,soil pollution,
soil pollution indicator,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilPollutionIndicator,soil pollution indicator,
soil pollution levels,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilPollutionLevels,soil pollution levels,
soil pollution quantification,FALSE,0.9,https://soilwise-he.github.io/soil-health#SoilPollutionQuantification,soil pollution quantification,
soil pollution thresholds,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilPollutionThresholds,soil pollution thresholds,
soil pore functions,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilPoreFunctions,soil pore functions,
soil porosity,TRUE,1,https://soilwise-he.github.io/soil-health#SoilPorosity,soil porosity,
soil process changes,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilProcessChanges,soil process changes,
soil processes,TRUE,0.89,https://soilwise-he.github.io/soil-health#SoilProcesses,soil processes,
soil production,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilProduction,soil production,
soil properties,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilProperties,soil properties,
soil protection,FALSE,0.7,https://soilwise-he.github.io/soil-health#SoilProtection,soil protection,
soil quality,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilQuality,soil quality,
soil quality assessment,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilQualityAssessment,soil quality assessment,
soil quality reduction,FALSE,0.94,https://soilwise-he.github.io/soil-health#SoilQualityReduction,soil quality reduction,
soil rehabilitation,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilRehabilitation,soil rehabilitation,
soil remediation,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilRemediation,soil remediation,
soil respiration,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilRespiration,soil respiration,
soil restoration,TRUE,0.8,https://soilwise-he.github.io/soil-health#SoilRestoration,soil restoration,
soil rigidity,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilRigidity,soil rigidity,
soil rigidity ratio,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilRigidityRatio,soil rigidity ratio,
soil risk,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilRisk,soil risk,
soil salinisation,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilSalinisation,soil salinisation,salinisation
soil samples,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilSamples,soil samples,
soil sampling sites,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilSamplingSites,soil sampling sites,
soil screening values,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilScreeningValues,soil screening values,SSVs
soil sealing,TRUE,0.96,https://soilwise-he.github.io/soil-health#SoilSealing,soil sealing,
soil sealing baselines,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoilSealingBaselines,soil sealing baselines,
soil sealing change,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilSealingChange,soil sealing change,
soil sealing indicators,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilSealingIndicators,soil sealing indicators,
soil sealing limits,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilSealingLimits,soil sealing limits,
soil sealing rate,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilSealingRate,soil sealing rate,
soil sealing thresholds,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilSealingThresholds,soil sealing thresholds,
soil sensitivity,TRUE,0.82,https://soilwise-he.github.io/soil-health#SoilSensitivity,soil sensitivity,
soil sequestration potential,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilSequestrationPotential,soil sequestration potential,
soil services,TRUE,0.8,https://soilwise-he.github.io/soil-health#SoilServices,soil services,
soil biodiversity loss,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilSoilBiodiversityLoss,soil biodiversity loss,
soil solution,TRUE,0.98,https://soilwise-he.github.io/soil-health#SoilSolution,soil solution,
soil solution ions,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilSolutionIons,soil solution ions,
soil stability,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilStability,soil stability,
soil state indicators,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilStateIndicators,soil state indicators,
soil stiffness,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilStiffness,soil stiffness,
soil structural attributes,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilStructuralAttributes,soil structural attributes,
soil structural parameters,TRUE,0.8,https://soilwise-he.github.io/soil-health#SoilStructuralParameters,soil structural parameters,
soil structure,TRUE,1,https://soilwise-he.github.io/soil-health#SoilStructure,soil structure,
soil structure degradation,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilStructureDegradation,soil structure degradation,
soil structure functional quality,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilStructureFunctionalQuality,soil structure functional quality,
soil surface,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilSurface,soil surface,
soil surveys,TRUE,0.92,https://soilwise-he.github.io/soil-health#SoilSurveys,soil surveys,
soil temperature,TRUE,1,https://soilwise-he.github.io/soil-health#SoilTemperature,soil temperature,
soil temperature fluctuations,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilTemperatureFluctuations,soil temperature fluctuations,
soil textural classes,TRUE,0.95,https://soilwise-he.github.io/soil-health#SoilTexturalClasses,soil textural classes,
soil texture,TRUE,1,https://soilwise-he.github.io/soil-health#SoilTexture,soil texture,
soil threat focal areas,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilThreatFocalAreas,soil threat focal areas,
soil threat indicators,TRUE,0.9,https://soilwise-he.github.io/soil-health#SoilThreatIndicators,soil threat indicators,
soil threats,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilThreats,soil threats,
soil thresholds,TRUE,0.83,https://soilwise-he.github.io/soil-health#SoilThresholds,soil thresholds,
soil topological classification,FALSE,0.85,https://soilwise-he.github.io/soil-health#SoilTopologicalClassification,soil topological classification,
soil types,TRUE,0.93,https://soilwise-he.github.io/soil-health#SoilTypes,soil types,soil type
soil typological classification,TRUE,0.89,https://soilwise-he.github.io/soil-health#SoilTypologicalClassification,soil typological classification,
soil variability,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilVariability,soil variability,
soil water content,TRUE,1,https://soilwise-he.github.io/soil-health#SoilWaterContent,soil water content,
soil-dwelling species,FALSE,0.8,https://soilwise-he.github.io/soil-health#SoildwellingSpecies,soil-dwelling species,
soil pH,TRUE,1,https://soilwise-he.github.io/soil-health#SoilpH,soil pH,soil pH value
soil-related ecosystem services,TRUE,0.85,https://soilwise-he.github.io/soil-health#SoilrelatedEcosystemServices,soil-related ecosystem services,
soils,TRUE,0.95,https://soilwise-he.github.io/soil-health#Soils,soils,soil
soils related to mining,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilsRelatedToMining,soils related to mining,
soils related to road infrastructure,FALSE,0.9,https://soilwise-he.github.io/soil-health#SoilsRelatedToRoadInfrastructure,soils related to road infrastructure,
soils with compaction,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilsWithCompaction,soils with compaction,
soils with dust depositions,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilsWithDustDepositions,soils with dust depositions,
soils with dust emissions,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilsWithDustEmissions,soils with dust emissions,
soils with gaseous depositions,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilsWithGaseousDepositions,soils with gaseous depositions,
soils with gaseous emissions,FALSE,0.93,https://soilwise-he.github.io/soil-health#SoilsWithGaseousEmissions,soils with gaseous emissions,
soils with mixtures,FALSE,0.92,https://soilwise-he.github.io/soil-health#SoilsWithMixtures,soils with mixtures,
soils with stratification,FALSE,0.95,https://soilwise-he.github.io/soil-health#SoilsWithStratification,soils with stratification,
soluble in fat,FALSE,0.95,https://soilwise-he.github.io/soil-health#SolubleInFat,soluble in fat,
soluble salt concentration,TRUE,0.98,https://soilwise-he.github.io/soil-health#SolubleSaltConcentration,soluble salt concentration,
south-east,FALSE,0.98,https://soilwise-he.github.io/soil-health#Southeast,south-east,
space,FALSE,0.93,https://soilwise-he.github.io/soil-health#Space,space,
spatial data,FALSE,0.8,https://soilwise-he.github.io/soil-health#SpatialData,spatial data,
spatial gradients,FALSE,0.85,https://soilwise-he.github.io/soil-health#SpatialGradients,spatial gradients,
spatial planners,FALSE,0.98,https://soilwise-he.github.io/soil-health#SpatialPlanners,spatial planners,
specfic contaminant load,FALSE,0.9,https://soilwise-he.github.io/soil-health#SpecficContaminantLoad,specfic contaminant load,
species diversity,FALSE,0.85,https://soilwise-he.github.io/soil-health#SpeciesDiversity,species diversity,
species number,FALSE,0.8,https://soilwise-he.github.io/soil-health#SpeciesNumber,species number,
specific product groups,FALSE,1,https://soilwise-he.github.io/soil-health#SpecificProductGroups,specific product groups,
specific products,FALSE,0.95,https://soilwise-he.github.io/soil-health#SpecificProducts,specific products,
specific soil parameters,FALSE,0.98,https://soilwise-he.github.io/soil-health#SpecificSoilParameters,specific soil parameters,
spills,FALSE,0.95,https://soilwise-he.github.io/soil-health#Spills,spills,
sport facilities,FALSE,0.99,https://soilwise-he.github.io/soil-health#SportFacilities,sport facilities,
springtails,TRUE,0.95,https://soilwise-he.github.io/soil-health#Springtails,springtails,
stabilisation,FALSE,0.78,https://soilwise-he.github.io/soil-health#Stabilisation,stabilisation,
stabilising processes,TRUE,0.85,https://soilwise-he.github.io/soil-health#StabilisingProcesses,stabilising processes,
Stagnosols,TRUE,0.98,https://soilwise-he.github.io/soil-health#Stagnosols,Stagnosols,
standard documentation,FALSE,0.98,https://soilwise-he.github.io/soil-health#StandardDocumentation,standard documentation,
standardised field survey methods,FALSE,0.92,https://soilwise-he.github.io/soil-health#StandardisedFieldSurveyMethods,standardised field survey methods,
standardised functional methods,FALSE,0.94,https://soilwise-he.github.io/soil-health#StandardisedFunctionalMethods,standardised functional methods,
standardised structural methods,FALSE,0.93,https://soilwise-he.github.io/soil-health#StandardisedStructuralMethods,standardised structural methods,
state of soils,FALSE,0.9,https://soilwise-he.github.io/soil-health#StateOfSoils,state of soils,
static soil attributes,TRUE,0.9,https://soilwise-he.github.io/soil-health#StaticSoilAttributes,static soil attributes,
static soil parameters,FALSE,0.85,https://soilwise-he.github.io/soil-health#StaticSoilParameters,static soil parameters,
static stress,FALSE,0.85,https://soilwise-he.github.io/soil-health#StaticStress,static stress,
statistical parameters,FALSE,0.92,https://soilwise-he.github.io/soil-health#StatisticalParameters,statistical parameters,
steep topography,FALSE,0.95,https://soilwise-he.github.io/soil-health#SteepTopography,steep topography,
stiffness,FALSE,0.85,https://soilwise-he.github.io/soil-health#Stiffness,stiffness,
stone content,TRUE,0.95,https://soilwise-he.github.io/soil-health#StoneContent,stone content,
stones,TRUE,0.95,https://soilwise-he.github.io/soil-health#Stones,stones,
strain,FALSE,0.85,https://soilwise-he.github.io/soil-health#Strain,strain,
stratification,TRUE,0.85,https://soilwise-he.github.io/soil-health#Stratification,stratification,
stratified soils,TRUE,0.9,https://soilwise-he.github.io/soil-health#StratifiedSoils,stratified soils,
stress duration,FALSE,0.8,https://soilwise-he.github.io/soil-health#StressDuration,stress duration,
stress intensity,FALSE,0.7,https://soilwise-he.github.io/soil-health#StressIntensity,stress intensity,
stress kind,FALSE,0.95,https://soilwise-he.github.io/soil-health#StressKind,stress kind,
